# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 24
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00260.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00023.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00003.ppm
image = 00003; scale_factor = 0.31250; x =  313; y = 313; confidence = 0.01; MISS
image = 00157; scale_factor = 1.19782; x = 1246; y =  81; confidence = 0.22; MISS
image = 00157; scale_factor = 1.19782; x = 1324; y =  90; confidence = 0.10; MISS
image = 00157; scale_factor = 1.19782; x =   98; y = 174; confidence = 0.40; MISS
image = 00157; scale_factor = 1.19782; x =  168; y = 188; confidence = 0.49; MISS
image = 00157; scale_factor = 1.19782; x =  225; y = 102; confidence = 0.53; MISS
image = 00157; scale_factor = 1.19782; x =  303; y = 144; confidence = 0.31; MISS
image = 00157; scale_factor = 1.19782; x =  402; y = 166; confidence = 0.24; MISS
image = 00157; scale_factor = 1.19782; x =  473; y = 134; confidence = 0.19; MISS
image = 00157; scale_factor = 1.19782; x =  503; y = 149; confidence = 0.29; MISS
image = 00157; scale_factor = 1.19782; x =  700; y = 165; confidence = 0.34; MISS
image = 00157; scale_factor = 1.19782; x =  735; y = 200; confidence = 0.19; MISS
image = 00157; scale_factor = 1.19782; x =  830; y = 166; confidence = 0.24; MISS
image = 00157; scale_factor = 1.19782; x =  850; y = 138; confidence = 0.59; MISS
image = 00157; scale_factor = 1.19782; x =  996; y = 168; confidence = 0.11; MISS
image = 00157; scale_factor = 1.19782; x = 1088; y = 154; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x = 1165; y = 166; confidence = 0.25; MISS
image = 00157; scale_factor = 1.19782; x = 1228; y = 168; confidence = 0.48; MISS
image = 00157; scale_factor = 1.19782; x = 1330; y = 189; confidence = 0.15; MISS
image = 00157; scale_factor = 1.19782; x =   48; y = 298; confidence = 0.39; MISS
image = 00157; scale_factor = 1.19782; x =  132; y = 263; confidence = 0.19; MISS
image = 00157; scale_factor = 1.19782; x =  256; y = 249; confidence = 0.37; MISS
image = 00157; scale_factor = 1.19782; x =  350; y = 274; confidence = 0.41; MISS
image = 00157; scale_factor = 1.19782; x =  424; y = 266; confidence = 0.45; MISS
image = 00157; scale_factor = 1.19782; x =  425; y = 268; confidence = 0.47; MISS
image = 00157; scale_factor = 1.19782; x =  610; y = 201; confidence = 0.35; MISS
image = 00157; scale_factor = 1.19782; x =  656; y = 282; confidence = 0.48; HIT;  T.S. Type = 38; Width =  21
image = 00157; scale_factor = 1.19782; x =  732; y = 201; confidence = 0.24; MISS
image = 00157; scale_factor = 1.19782; x =  858; y = 262; confidence = 0.45; MISS
image = 00157; scale_factor = 1.19782; x =  961; y = 268; confidence = 0.10; MISS
image = 00157; scale_factor = 1.19782; x = 1008; y = 260; confidence = 0.52; MISS
image = 00157; scale_factor = 1.19782; x = 1084; y = 251; confidence = 0.19; MISS
image = 00157; scale_factor = 1.19782; x = 1156; y = 232; confidence = 0.13; MISS
image = 00157; scale_factor = 1.19782; x = 1241; y = 256; confidence = 0.03; MISS
image = 00157; scale_factor = 1.19782; x = 1331; y = 235; confidence = 0.39; MISS
image = 00157; scale_factor = 1.19782; x =   79; y = 329; confidence = 0.08; MISS
image = 00157; scale_factor = 1.19782; x =  165; y = 306; confidence = 0.40; MISS
image = 00157; scale_factor = 1.19782; x =  267; y = 355; confidence = 0.67; HIT;  T.S. Type =  9; Width =  35
image = 00157; scale_factor = 1.19782; x =  269; y = 352; confidence = 0.65; HIT;  T.S. Type =  9; Width =  35
image = 00157; scale_factor = 1.19782; x =  425; y = 321; confidence = 0.54; MISS
image = 00157; scale_factor = 1.19782; x =  493; y = 333; confidence = 0.32; MISS
image = 00157; scale_factor = 1.19782; x =  579; y = 331; confidence = 0.32; MISS
image = 00157; scale_factor = 1.19782; x =  656; y = 337; confidence = 0.28; MISS
image = 00157; scale_factor = 1.19782; x =  754; y = 327; confidence = 0.10; MISS
image = 00157; scale_factor = 1.19782; x =  817; y = 344; confidence = 0.47; MISS
image = 00157; scale_factor = 1.19782; x =  877; y = 383; confidence = 0.59; MISS
image = 00157; scale_factor = 1.19782; x =  994; y = 295; confidence = 0.30; MISS
image = 00157; scale_factor = 1.19782; x = 1038; y = 361; confidence = 0.14; MISS
image = 00157; scale_factor = 1.19782; x = 1120; y = 295; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x = 1241; y = 257; confidence = 0.26; MISS
image = 00157; scale_factor = 1.19782; x = 1333; y = 320; confidence = 0.11; MISS
image = 00157; scale_factor = 1.19782; x =   85; y = 420; confidence = 0.35; MISS
image = 00157; scale_factor = 1.19782; x =  208; y = 417; confidence = 0.27; MISS
image = 00157; scale_factor = 1.19782; x =  273; y = 371; confidence = 0.63; HIT;  T.S. Type =  9; Width =  35
image = 00157; scale_factor = 1.19782; x =  351; y = 425; confidence = 0.42; MISS
image = 00157; scale_factor = 1.19782; x =  405; y = 396; confidence = 0.52; MISS
image = 00157; scale_factor = 1.19782; x =  503; y = 418; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x =  598; y = 417; confidence = 0.38; MISS
image = 00157; scale_factor = 1.19782; x =  656; y = 415; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x =  749; y = 417; confidence = 0.30; MISS
image = 00157; scale_factor = 1.19782; x =  826; y = 422; confidence = 0.51; MISS
image = 00157; scale_factor = 1.19782; x =  911; y = 402; confidence = 0.48; HIT;  T.S. Type =  9; Width =  41
image = 00157; scale_factor = 1.19782; x = 1038; y = 459; confidence = 0.34; MISS
image = 00157; scale_factor = 1.19782; x = 1060; y = 462; confidence = 0.44; MISS
image = 00157; scale_factor = 1.19782; x = 1162; y = 415; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x = 1245; y = 415; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x = 1358; y = 338; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x =   81; y = 498; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x =  158; y = 498; confidence = 0.27; MISS
image = 00157; scale_factor = 1.19782; x =  239; y = 527; confidence = 0.40; MISS
image = 00157; scale_factor = 1.19782; x =  371; y = 492; confidence = 0.39; MISS
image = 00157; scale_factor = 1.19782; x =  440; y = 483; confidence = 0.56; MISS
image = 00157; scale_factor = 1.19782; x =  488; y = 503; confidence = 0.41; MISS
image = 00157; scale_factor = 1.19782; x =  583; y = 499; confidence = 0.27; MISS
image = 00157; scale_factor = 1.19782; x =  629; y = 494; confidence = 0.51; MISS
image = 00157; scale_factor = 1.19782; x =  747; y = 498; confidence = 0.25; MISS
image = 00157; scale_factor = 1.19782; x =  847; y = 461; confidence = 0.37; MISS
image = 00157; scale_factor = 1.19782; x =  904; y = 506; confidence = 0.44; MISS
image = 00157; scale_factor = 1.19782; x = 1059; y = 464; confidence = 0.44; MISS
image = 00157; scale_factor = 1.19782; x = 1052; y = 478; confidence = 0.49; MISS
image = 00157; scale_factor = 1.19782; x = 1162; y = 498; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x = 1245; y = 498; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x = 1358; y = 421; confidence = 0.00; MISS
image = 00157; scale_factor = 1.19782; x =   83; y = 586; confidence = 0.41; MISS
image = 00157; scale_factor = 1.19782; x =   96; y = 569; confidence = 0.45; MISS
image = 00157; scale_factor = 1.19782; x =  266; y = 571; confidence = 0.23; MISS
image = 00157; scale_factor = 1.19782; x =  334; y = 565; confidence = 0.40; MISS
image = 00157; scale_factor = 1.19782; x =  400; y = 583; confidence = 0.43; MISS
image = 00157; scale_factor = 1.19782; x =  499; y = 576; confidence = 0.34; MISS
image = 00157; scale_factor = 1.19782; x =  584; y = 587; confidence = 0.29; MISS
image = 00157; scale_factor = 1.19782; x =  597; y = 558; confidence = 0.48; MISS
image = 00157; scale_factor = 1.19782; x =  759; y = 598; confidence = 0.24; MISS
image = 00157; scale_factor = 1.19782; x =  825; y = 572; confidence = 0.26; MISS
image = 00157; scale_factor = 1.19782; x =  915; y = 583; confidence = 0.22; MISS
image = 00157; scale_factor = 1.19782; x =  966; y = 586; confidence = 0.39; MISS
image = 00157; scale_factor = 1.19782; x = 1069; y = 544; confidence = 0.46; MISS
image = 00157; scale_factor = 1.19782; x = 1140; y = 642; confidence = 0.38; MISS
image = 00157; scale_factor = 1.19782; x = 1215; y = 654; confidence = 0.32; MISS
image = 00157; scale_factor = 1.19782; x = 1296; y = 655; confidence = 0.10; MISS
image = 00157; scale_factor = 1.19782; x =   85; y = 661; confidence = 0.06; MISS
image = 00157; scale_factor = 1.19782; x =  174; y = 657; confidence = 0.55; MISS
image = 00157; scale_factor = 1.19782; x =  276; y = 655; confidence = 0.48; MISS
image = 00157; scale_factor = 1.19782; x =  328; y = 670; confidence = 0.32; MISS
image = 00157; scale_factor = 1.19782; x =  422; y = 691; confidence = 0.21; MISS
image = 00157; scale_factor = 1.19782; x =  504; y = 664; confidence = 0.38; MISS
image = 00157; scale_factor = 1.19782; x =  537; y = 631; confidence = 0.23; MISS
image = 00157; scale_factor = 1.19782; x =  660; y = 670; confidence = 0.11; MISS
image = 00157; scale_factor = 1.19782; x =  759; y = 664; confidence = 0.37; MISS
image = 00157; scale_factor = 1.19782; x =  822; y = 656; confidence = 0.41; MISS
image = 00157; scale_factor = 1.19782; x =  908; y = 641; confidence = 0.53; MISS
image = 00157; scale_factor = 1.19782; x =  950; y = 696; confidence = 0.41; MISS
image = 00157; scale_factor = 1.19782; x = 1087; y = 676; confidence = 0.43; MISS
image = 00157; scale_factor = 1.19782; x = 1145; y = 666; confidence = 0.45; MISS
image = 00157; scale_factor = 1.19782; x = 1215; y = 654; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x = 1319; y = 704; confidence = 0.47; MISS
image = 00157; scale_factor = 1.19782; x =   83; y = 752; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x =  172; y = 725; confidence = 0.34; MISS
image = 00157; scale_factor = 1.19782; x =  241; y = 747; confidence = 0.13; MISS
image = 00157; scale_factor = 1.19782; x =  359; y = 742; confidence = 0.39; MISS
image = 00157; scale_factor = 1.19782; x =  413; y = 748; confidence = 0.45; MISS
image = 00157; scale_factor = 1.19782; x =  503; y = 747; confidence = 0.47; MISS
image = 00157; scale_factor = 1.19782; x =  503; y = 747; confidence = 0.47; MISS
image = 00157; scale_factor = 1.19782; x =  658; y = 750; confidence = 0.03; MISS
image = 00157; scale_factor = 1.19782; x =  746; y = 749; confidence = 0.29; MISS
image = 00157; scale_factor = 1.19782; x =  831; y = 748; confidence = 0.04; MISS
image = 00157; scale_factor = 1.19782; x =  914; y = 736; confidence = 0.34; MISS
image = 00157; scale_factor = 1.19782; x =  988; y = 758; confidence = 0.27; MISS
image = 00157; scale_factor = 1.19782; x = 1070; y = 732; confidence = 0.33; MISS
image = 00157; scale_factor = 1.19782; x = 1148; y = 750; confidence = 0.12; MISS
image = 00157; scale_factor = 1.19782; x = 1282; y = 766; confidence = 0.10; MISS
image = 00157; scale_factor = 1.19782; x = 1319; y = 705; confidence = 0.49; MISS
image = 00157; scale_factor = 1.87460; x =   68; y =  52; confidence = 0.28; MISS
image = 00157; scale_factor = 1.87460; x =  112; y =  52; confidence = 0.41; MISS
image = 00157; scale_factor = 1.87460; x =  169; y =  95; confidence = 0.56; MISS
image = 00157; scale_factor = 1.87460; x =  212; y =  54; confidence = 0.04; MISS
image = 00157; scale_factor = 1.87460; x =  258; y =  60; confidence = 0.25; MISS
image = 00157; scale_factor = 1.87460; x =  332; y =  62; confidence = 0.56; MISS
image = 00157; scale_factor = 1.87460; x =  370; y =  48; confidence = 0.23; MISS
image = 00157; scale_factor = 1.87460; x =  433; y =  47; confidence = 0.44; MISS
image = 00157; scale_factor = 1.87460; x =  482; y =  50; confidence = 0.14; MISS
image = 00157; scale_factor = 1.87460; x =  526; y =  57; confidence = 0.19; MISS
image = 00157; scale_factor = 1.87460; x =  584; y =  62; confidence = 0.29; MISS
image = 00157; scale_factor = 1.87460; x =  636; y =  53; confidence = 0.16; MISS
image = 00157; scale_factor = 1.87460; x =  694; y =  40; confidence = 0.31; MISS
image = 00157; scale_factor = 1.87460; x =  746; y =  44; confidence = 0.15; MISS
image = 00157; scale_factor = 1.87460; x =  791; y =  44; confidence = 0.47; MISS
image = 00157; scale_factor = 1.87460; x =  846; y =  53; confidence = 0.21; MISS
image = 00157; scale_factor = 1.87460; x =  900; y =  53; confidence = 0.27; MISS
image = 00157; scale_factor = 1.87460; x =  960; y =  40; confidence = 0.21; MISS
image = 00157; scale_factor = 1.87460; x = 1006; y =  57; confidence = 0.16; MISS
image = 00157; scale_factor = 1.87460; x = 1052; y =  65; confidence = 0.36; MISS
image = 00157; scale_factor = 1.87460; x = 1122; y =  47; confidence = 0.38; MISS
image = 00157; scale_factor = 1.87460; x = 1165; y =  65; confidence = 0.26; MISS
image = 00157; scale_factor = 1.87460; x = 1194; y =  56; confidence = 0.23; MISS
image = 00157; scale_factor = 1.87460; x = 1270; y =  54; confidence = 0.22; MISS
image = 00157; scale_factor = 1.87460; x = 1329; y =  49; confidence = 0.07; MISS
image = 00157; scale_factor = 1.87460; x =   74; y =  75; confidence = 0.34; MISS
image = 00157; scale_factor = 1.87460; x =  121; y =  79; confidence = 0.48; MISS
image = 00157; scale_factor = 1.87460; x =  171; y =  96; confidence = 0.53; MISS
image = 00157; scale_factor = 1.87460; x =  210; y = 105; confidence = 0.30; MISS
image = 00157; scale_factor = 1.87460; x =  268; y = 119; confidence = 0.24; MISS
image = 00157; scale_factor = 1.87460; x =  333; y =  62; confidence = 0.61; MISS
image = 00157; scale_factor = 1.87460; x =  371; y = 100; confidence = 0.20; MISS
image = 00157; scale_factor = 1.87460; x =  424; y = 104; confidence = 0.29; MISS
image = 00157; scale_factor = 1.87460; x =  477; y = 105; confidence = 0.20; MISS
image = 00157; scale_factor = 1.87460; x =  524; y =  75; confidence = 0.52; MISS
image = 00157; scale_factor = 1.87460; x =  587; y = 119; confidence = 0.32; MISS
image = 00157; scale_factor = 1.87460; x =  647; y = 110; confidence = 0.29; MISS
image = 00157; scale_factor = 1.87460; x =  683; y = 112; confidence = 0.27; MISS
image = 00157; scale_factor = 1.87460; x =  722; y = 103; confidence = 0.39; MISS
image = 00157; scale_factor = 1.87460; x =  795; y = 105; confidence = 0.11; MISS
image = 00157; scale_factor = 1.87460; x =  846; y =  98; confidence = 0.31; MISS
image = 00157; scale_factor = 1.87460; x =  901; y = 105; confidence = 0.34; MISS
image = 00157; scale_factor = 1.87460; x =  951; y = 101; confidence = 0.25; MISS
image = 00157; scale_factor = 1.87460; x = 1011; y = 108; confidence = 0.33; MISS
image = 00157; scale_factor = 1.87460; x = 1058; y = 112; confidence = 0.35; MISS
image = 00157; scale_factor = 1.87460; x = 1112; y = 109; confidence = 0.52; MISS
image = 00157; scale_factor = 1.87460; x = 1160; y = 119; confidence = 0.43; MISS
image = 00157; scale_factor = 1.87460; x = 1219; y = 113; confidence = 0.38; MISS
image = 00157; scale_factor = 1.87460; x = 1272; y = 107; confidence = 0.29; MISS
image = 00157; scale_factor = 1.87460; x = 1328; y = 103; confidence = 0.07; MISS
image = 00157; scale_factor = 1.87460; x =   38; y = 152; confidence = 0.05; MISS
image = 00157; scale_factor = 1.87460; x =  123; y = 158; confidence = 0.31; MISS
image = 00157; scale_factor = 1.87460; x =  184; y = 121; confidence = 0.35; MISS
image = 00157; scale_factor = 1.87460; x =  207; y = 195; confidence = 0.62; MISS
image = 00157; scale_factor = 1.87460; x =  279; y = 144; confidence = 0.41; MISS
image = 00157; scale_factor = 1.87460; x =  320; y = 160; confidence = 0.07; MISS
image = 00157; scale_factor = 1.87460; x =  380; y = 158; confidence = 0.39; MISS
image = 00157; scale_factor = 1.87460; x =  434; y = 152; confidence = 0.05; MISS
image = 00157; scale_factor = 1.87460; x =  477; y = 160; confidence = 0.10; MISS
image = 00157; scale_factor = 1.87460; x =  541; y = 163; confidence = 0.19; MISS
image = 00157; scale_factor = 1.87460; x =  579; y = 186; confidence = 0.11; MISS
image = 00157; scale_factor = 1.87460; x =  635; y = 159; confidence = 0.33; MISS
image = 00157; scale_factor = 1.87460; x =  694; y = 161; confidence = 0.34; MISS
image = 00157; scale_factor = 1.87460; x =  739; y = 146; confidence = 0.23; MISS
image = 00157; scale_factor = 1.87460; x =  793; y = 156; confidence = 0.06; MISS
image = 00157; scale_factor = 1.87460; x =  843; y = 149; confidence = 0.40; MISS
image = 00157; scale_factor = 1.87460; x =  862; y = 135; confidence = 0.39; MISS
image = 00157; scale_factor = 1.87460; x =  957; y = 159; confidence = 0.27; MISS
image = 00157; scale_factor = 1.87460; x = 1007; y = 162; confidence = 0.06; MISS
image = 00157; scale_factor = 1.87460; x = 1044; y = 159; confidence = 0.18; MISS
image = 00157; scale_factor = 1.87460; x = 1123; y = 158; confidence = 0.31; MISS
image = 00157; scale_factor = 1.87460; x = 1171; y = 144; confidence = 0.35; MISS
image = 00157; scale_factor = 1.87460; x = 1221; y = 161; confidence = 0.47; MISS
image = 00157; scale_factor = 1.87460; x = 1263; y = 163; confidence = 0.25; MISS
image = 00157; scale_factor = 1.87460; x = 1333; y = 185; confidence = 0.54; MISS
image = 00157; scale_factor = 1.87460; x =   48; y = 239; confidence = 0.28; MISS
image = 00157; scale_factor = 1.87460; x =   96; y = 216; confidence = 0.32; MISS
image = 00157; scale_factor = 1.87460; x =  205; y = 196; confidence = 0.57; MISS
image = 00157; scale_factor = 1.87460; x =  206; y = 196; confidence = 0.59; MISS
image = 00157; scale_factor = 1.87460; x =  275; y = 212; confidence = 0.17; MISS
image = 00157; scale_factor = 1.87460; x =  317; y = 212; confidence = 0.05; MISS
image = 00157; scale_factor = 1.87460; x =  394; y = 231; confidence = 0.41; MISS
image = 00157; scale_factor = 1.87460; x =  428; y = 192; confidence = 0.31; MISS
image = 00157; scale_factor = 1.87460; x =  484; y = 191; confidence = 0.44; MISS
image = 00157; scale_factor = 1.87460; x =  554; y = 187; confidence = 0.47; MISS
image = 00157; scale_factor = 1.87460; x =  582; y = 192; confidence = 0.13; MISS
image = 00157; scale_factor = 1.87460; x =  641; y = 213; confidence = 0.44; MISS
image = 00157; scale_factor = 1.87460; x =  696; y = 167; confidence = 0.44; MISS
image = 00157; scale_factor = 1.87460; x =  743; y = 214; confidence = 0.30; MISS
image = 00157; scale_factor = 1.87460; x =  827; y = 176; confidence = 0.14; MISS
image = 00157; scale_factor = 1.87460; x =  817; y = 200; confidence = 0.23; MISS
image = 00157; scale_factor = 1.87460; x =  894; y = 219; confidence = 0.47; MISS
image = 00157; scale_factor = 1.87460; x =  955; y = 197; confidence = 0.50; MISS
image = 00157; scale_factor = 1.87460; x =  995; y = 220; confidence = 0.41; MISS
image = 00157; scale_factor = 1.87460; x = 1060; y = 208; confidence = 0.06; MISS
image = 00157; scale_factor = 1.87460; x = 1142; y = 198; confidence = 0.42; MISS
image = 00157; scale_factor = 1.87460; x = 1142; y = 197; confidence = 0.47; MISS
image = 00157; scale_factor = 1.87460; x = 1220; y = 214; confidence = 0.07; MISS
image = 00157; scale_factor = 1.87460; x = 1273; y = 213; confidence = 0.41; MISS
