# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 57
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00056.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00071.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00085.ppm
delta = 89
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00089.ppm
scale_factor = 1.12; image = 00093; x =   95; y =  71; confidence = 0.57; MISS
scale_factor = 1.12; image = 00369; x =  978; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x = 1143; y = 675; confidence = 0.12; MISS
scale_factor = 1.12; image = 00369; x = 1179; y = 682; confidence = 0.45; MISS
scale_factor = 1.12; image = 00369; x = 1250; y = 690; confidence = 0.52; MISS
scale_factor = 1.12; image = 00369; x = 1347; y = 685; confidence = 0.65; MISS
### Current Image = 00366; Traffic signs searched =   52; Traffic signs found =   51; Best confidence = 0.000000; Percentage found = 98.08; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00370.ppm
scale_factor = 1.12; image = 00376; x =   85; y =  45; confidence = 0.04; MISS
scale_factor = 1.12; image = 00376; x =  187; y =  53; confidence = 0.43; MISS
scale_factor = 1.12; image = 00376; x =  287; y =  45; confidence = 0.10; MISS
scale_factor = 1.12; image = 00376; x =  368; y =  52; confidence = 0.46; MISS
scale_factor = 1.12; image = 00376; x =  449; y =  97; confidence = 0.59; MISS
scale_factor = 1.12; image = 00376; x =  561; y =  40; confidence = 0.37; MISS
scale_factor = 1.12; image = 00376; x =  634; y =  98; confidence = 0.12; MISS
scale_factor = 1.12; image = 00376; x =  706; y = 101; confidence = 0.02; MISS
scale_factor = 1.12; image = 00376; x =  813; y =  83; confidence = 0.46; MISS
scale_factor = 1.12; image = 00376; x =  871; y =  32; confidence = 0.58; MISS
scale_factor = 1.12; image = 00376; x =  964; y = 108; confidence = 0.16; MISS
scale_factor = 1.12; image = 00376; x = 1070; y =  73; confidence = 0.34; MISS
scale_factor = 1.12; image = 00376; x = 1180; y = 110; confidence = 0.32; MISS
scale_factor = 1.12; image = 00376; x = 1287; y = 165; confidence = 0.26; MISS
scale_factor = 1.12; image = 00376; x = 1331; y =  82; confidence = 0.24; MISS
scale_factor = 1.12; image = 00376; x =  101; y = 190; confidence = 0.41; MISS
scale_factor = 1.12; image = 00376; x =  158; y = 204; confidence = 0.39; MISS
scale_factor = 1.12; image = 00376; x =  230; y = 207; confidence = 0.16; MISS
scale_factor = 1.12; image = 00376; x =  360; y = 148; confidence = 0.42; MISS
scale_factor = 1.12; image = 00376; x =  497; y = 187; confidence = 0.32; MISS
scale_factor = 1.12; image = 00376; x =  530; y = 158; confidence = 0.26; MISS
scale_factor = 1.12; image = 00376; x =  627; y = 194; confidence = 0.48; MISS
scale_factor = 1.12; image = 00376; x =  730; y = 182; confidence = 0.49; MISS
scale_factor = 1.12; image = 00376; x =  775; y = 150; confidence = 0.38; MISS
scale_factor = 1.12; image = 00376; x =  912; y = 157; confidence = 0.27; MISS
scale_factor = 1.12; image = 00376; x =  974; y = 179; confidence = 0.05; MISS
scale_factor = 1.12; image = 00376; x = 1062; y = 193; confidence = 0.34; MISS
scale_factor = 1.12; image = 00376; x = 1150; y = 190; confidence = 0.35; MISS
scale_factor = 1.12; image = 00376; x = 1244; y = 172; confidence = 0.21; MISS
scale_factor = 1.12; image = 00376; x = 1323; y = 205; confidence = 0.24; MISS
scale_factor = 1.12; image = 00376; x =   81; y = 303; confidence = 0.54; MISS
scale_factor = 1.12; image = 00376; x =  194; y = 279; confidence = 0.45; MISS
scale_factor = 1.12; image = 00376; x =  273; y = 278; confidence = 0.47; MISS
scale_factor = 1.12; image = 00376; x =  344; y = 292; confidence = 0.24; MISS
scale_factor = 1.12; image = 00376; x =  453; y = 266; confidence = 0.47; MISS
scale_factor = 1.12; image = 00376; x =  459; y = 298; confidence = 0.49; MISS
scale_factor = 1.12; image = 00376; x =  621; y = 255; confidence = 0.15; MISS
scale_factor = 1.12; image = 00376; x =  659; y = 246; confidence = 0.64; MISS
scale_factor = 1.12; image = 00376; x =  807; y = 271; confidence = 0.08; MISS
scale_factor = 1.12; image = 00370; x =  887; y = 256; confidence = 0.65; HIT ***
scale_factor = 1.12; image = 00376; x = 1009; y = 287; confidence = 0.52; MISS
scale_factor = 1.12; image = 00376; x = 1032; y = 255; confidence = 0.52; MISS
scale_factor = 1.12; image = 00376; x = 1174; y = 258; confidence = 0.45; MISS
scale_factor = 1.12; image = 00376; x = 1275; y = 270; confidence = 0.08; MISS
scale_factor = 1.12; image = 00376; x = 1277; y = 265; confidence = 0.31; MISS
scale_factor = 1.12; image = 00376; x =   82; y = 305; confidence = 0.43; MISS
scale_factor = 1.12; image = 00376; x =  160; y = 336; confidence = 0.41; MISS
scale_factor = 1.12; image = 00376; x =  266; y = 362; confidence = 0.39; MISS
scale_factor = 1.12; image = 00376; x =  321; y = 335; confidence = 0.45; MISS
scale_factor = 1.12; image = 00376; x =  449; y = 353; confidence = 0.23; MISS
scale_factor = 1.12; image = 00376; x =  541; y = 362; confidence = 0.29; MISS
scale_factor = 1.12; image = 00376; x =  629; y = 356; confidence = 0.01; MISS
scale_factor = 1.12; image = 00376; x =  747; y = 390; confidence = 0.48; MISS
scale_factor = 1.12; image = 00376; x =  809; y = 348; confidence = 0.28; MISS
scale_factor = 1.12; image = 00376; x =  882; y = 368; confidence = 0.33; MISS
scale_factor = 1.12; image = 00376; x =  993; y = 325; confidence = 0.16; MISS
scale_factor = 1.12; image = 00376; x = 1071; y = 339; confidence = 0.40; MISS
scale_factor = 1.12; image = 00376; x = 1099; y = 408; confidence = 0.38; MISS
scale_factor = 1.12; image = 00376; x = 1283; y = 364; confidence = 0.16; MISS
scale_factor = 1.12; image = 00376; x = 1319; y = 369; confidence = 0.51; MISS
scale_factor = 1.12; image = 00376; x =   76; y = 436; confidence = 0.23; MISS
scale_factor = 1.12; image = 00376; x =  196; y = 517; confidence = 0.30; MISS
scale_factor = 1.12; image = 00376; x =  340; y = 487; confidence = 0.45; MISS
scale_factor = 1.12; image = 00376; x =  340; y = 489; confidence = 0.42; MISS
scale_factor = 1.12; image = 00376; x =  449; y = 446; confidence = 0.05; MISS
scale_factor = 1.12; image = 00376; x =  538; y = 377; confidence = 0.05; MISS
scale_factor = 1.12; image = 00376; x =  606; y = 449; confidence = 0.27; MISS
scale_factor = 1.12; image = 00376; x =  723; y = 445; confidence = 0.32; MISS
scale_factor = 1.12; image = 00376; x =  803; y = 433; confidence = 0.18; MISS
scale_factor = 1.12; image = 00376; x =  931; y = 435; confidence = 0.39; MISS
scale_factor = 1.12; image = 00376; x = 1000; y = 425; confidence = 0.24; MISS
scale_factor = 1.12; image = 00376; x = 1070; y = 447; confidence = 0.33; MISS
scale_factor = 1.12; image = 00376; x = 1144; y = 441; confidence = 0.35; MISS
scale_factor = 1.12; image = 00376; x = 1250; y = 450; confidence = 0.15; MISS
scale_factor = 1.12; image = 00376; x = 1329; y = 449; confidence = 0.36; MISS
scale_factor = 1.12; image = 00376; x =  129; y = 528; confidence = 0.50; MISS
scale_factor = 1.12; image = 00376; x =  172; y = 542; confidence = 0.20; MISS
scale_factor = 1.12; image = 00376; x =  278; y = 537; confidence = 0.13; MISS
scale_factor = 1.12; image = 00376; x =  354; y = 537; confidence = 0.08; MISS
scale_factor = 1.12; image = 00376; x =  420; y = 514; confidence = 0.15; MISS
scale_factor = 1.12; image = 00376; x =  532; y = 545; confidence = 0.32; MISS
scale_factor = 1.12; image = 00376; x =  618; y = 556; confidence = 0.31; MISS
scale_factor = 1.12; image = 00376; x =  721; y = 537; confidence = 0.19; MISS
scale_factor = 1.12; image = 00376; x =  779; y = 563; confidence = 0.38; MISS
scale_factor = 1.12; image = 00376; x =  895; y = 540; confidence = 0.40; MISS
scale_factor = 1.12; image = 00376; x =  999; y = 521; confidence = 0.35; MISS
scale_factor = 1.12; image = 00376; x = 1114; y = 516; confidence = 0.04; MISS
scale_factor = 1.12; image = 00376; x = 1142; y = 493; confidence = 0.38; MISS
scale_factor = 1.12; image = 00376; x = 1256; y = 528; confidence = 0.21; MISS
scale_factor = 1.12; image = 00376; x = 1325; y = 536; confidence = 0.37; MISS
scale_factor = 1.12; image = 00376; x =  101; y = 612; confidence = 0.23; MISS
scale_factor = 1.12; image = 00376; x =  178; y = 627; confidence = 0.22; MISS
scale_factor = 1.12; image = 00376; x =  268; y = 618; confidence = 0.37; MISS
scale_factor = 1.12; image = 00376; x =  368; y = 618; confidence = 0.25; MISS
scale_factor = 1.12; image = 00376; x =  464; y = 608; confidence = 0.25; MISS
scale_factor = 1.12; image = 00376; x =  535; y = 628; confidence = 0.32; MISS
scale_factor = 1.12; image = 00376; x =  609; y = 631; confidence = 0.67; MISS
scale_factor = 1.12; image = 00376; x =  652; y = 639; confidence = 0.45; MISS
scale_factor = 1.12; image = 00376; x =  809; y = 623; confidence = 0.16; MISS
scale_factor = 1.12; image = 00376; x =  877; y = 551; confidence = 0.04; MISS
scale_factor = 1.12; image = 00376; x =  957; y = 543; confidence = 0.04; MISS
scale_factor = 1.12; image = 00376; x = 1067; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00376; x = 1184; y = 579; confidence = 0.25; MISS
scale_factor = 1.12; image = 00376; x = 1275; y = 623; confidence = 0.08; MISS
scale_factor = 1.12; image = 00376; x = 1327; y = 564; confidence = 0.09; MISS
scale_factor = 1.12; image = 00376; x =   74; y = 688; confidence = 0.51; MISS
scale_factor = 1.12; image = 00376; x =  187; y = 757; confidence = 0.29; MISS
scale_factor = 1.12; image = 00376; x =  268; y = 710; confidence = 0.19; MISS
scale_factor = 1.12; image = 00376; x =  355; y = 743; confidence = 0.47; MISS
scale_factor = 1.12; image = 00376; x =  459; y = 734; confidence = 0.31; MISS
scale_factor = 1.12; image = 00376; x =  508; y = 766; confidence = 0.15; MISS
scale_factor = 1.12; image = 00376; x =  623; y = 713; confidence = 0.08; MISS
scale_factor = 1.12; image = 00376; x =  692; y = 724; confidence = 0.46; MISS
scale_factor = 1.12; image = 00376; x =  836; y = 676; confidence = 0.09; MISS
scale_factor = 1.12; image = 00376; x =  890; y = 708; confidence = 0.39; MISS
scale_factor = 1.12; image = 00376; x =  896; y = 709; confidence = 0.31; MISS
scale_factor = 1.12; image = 00376; x = 1067; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00376; x = 1156; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00376; x = 1284; y = 641; confidence = 0.00; MISS
scale_factor = 1.12; image = 00376; x = 1289; y = 641; confidence = 0.02; MISS
### Current Image = 00370; Traffic signs searched =   53; Traffic signs found =   51; Best confidence = 0.000000; Percentage found = 96.23; MISS
### Current Image = 00370; Traffic signs searched =   54; Traffic signs found =   51; Best confidence = 0.000000; Percentage found = 94.44; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00373.ppm
scale_factor = 1.12; image = 00377; x =   91; y =  82; confidence = 0.10; MISS
scale_factor = 1.12; image = 00377; x =  165; y =  95; confidence = 0.35; MISS
scale_factor = 1.12; image = 00377; x =  252; y =  97; confidence = 0.22; MISS
scale_factor = 1.12; image = 00377; x =  364; y =  89; confidence = 0.22; MISS
scale_factor = 1.12; image = 00377; x =  427; y =  25; confidence = 0.57; MISS
scale_factor = 1.12; image = 00377; x =  553; y = 108; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x =  637; y =  76; confidence = 0.12; MISS
scale_factor = 1.12; image = 00377; x =  709; y =  93; confidence = 0.42; MISS
scale_factor = 1.12; image = 00377; x =  809; y =  83; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x =  902; y =  90; confidence = 0.34; MISS
scale_factor = 1.12; image = 00377; x =  989; y =  93; confidence = 0.48; MISS
scale_factor = 1.12; image = 00377; x = 1041; y =  93; confidence = 0.33; MISS
scale_factor = 1.12; image = 00377; x = 1169; y =  59; confidence = 0.40; MISS
scale_factor = 1.12; image = 00377; x = 1250; y = 112; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x = 1347; y = 103; confidence = 0.33; MISS
scale_factor = 1.12; image = 00377; x =  109; y = 177; confidence = 0.19; MISS
scale_factor = 1.12; image = 00373; x =  183; y = 259; confidence = 0.76; HIT ***
scale_factor = 1.12; image = 00377; x =  301; y = 241; confidence = 0.37; MISS
scale_factor = 1.12; image = 00377; x =  363; y = 207; confidence = 0.31; MISS
scale_factor = 1.12; image = 00377; x =  462; y = 248; confidence = 0.26; MISS
scale_factor = 1.12; image = 00377; x =  565; y = 201; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x =  597; y = 209; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x =  699; y = 198; confidence = 0.44; MISS
scale_factor = 1.12; image = 00377; x =  764; y = 126; confidence = 0.46; MISS
scale_factor = 1.12; image = 00377; x =  901; y = 170; confidence = 0.48; MISS
scale_factor = 1.12; image = 00377; x =  996; y = 177; confidence = 0.01; MISS
scale_factor = 1.12; image = 00377; x = 1049; y = 143; confidence = 0.30; MISS
scale_factor = 1.12; image = 00377; x = 1163; y = 172; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x = 1244; y = 172; confidence = 0.19; MISS
scale_factor = 1.12; image = 00377; x = 1343; y = 183; confidence = 0.13; MISS
scale_factor = 1.12; image = 00377; x =   89; y = 260; confidence = 0.40; MISS
scale_factor = 1.12; image = 00373; x =  176; y = 267; confidence = 0.85; HIT ***
scale_factor = 1.12; image = 00373; x =  186; y = 267; confidence = 0.82; HIT ***
scale_factor = 1.12; image = 00377; x =  356; y = 267; confidence = 0.16; MISS
scale_factor = 1.12; image = 00377; x =  461; y = 249; confidence = 0.44; MISS
scale_factor = 1.12; image = 00377; x =  498; y = 245; confidence = 0.02; MISS
scale_factor = 1.12; image = 00377; x =  634; y = 223; confidence = 0.00; MISS
scale_factor = 1.12; image = 00377; x =  717; y = 264; confidence = 0.31; MISS
scale_factor = 1.12; image = 00373; x =  830; y = 270; confidence = 0.99; HIT ***
scale_factor = 1.12; image = 00373; x =  830; y = 270; confidence = 0.99; HIT ***
scale_factor = 1.12; image = 00377; x =  969; y = 268; confidence = 0.37; MISS
scale_factor = 1.12; image = 00377; x = 1120; y = 288; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x = 1121; y = 287; confidence = 0.40; MISS
scale_factor = 1.12; image = 00377; x = 1249; y = 267; confidence = 0.32; MISS
scale_factor = 1.12; image = 00377; x = 1322; y = 267; confidence = 0.22; MISS
scale_factor = 1.12; image = 00377; x =   93; y = 345; confidence = 0.37; MISS
scale_factor = 1.12; image = 00377; x =  126; y = 330; confidence = 0.44; MISS
scale_factor = 1.12; image = 00377; x =  247; y = 346; confidence = 0.30; MISS
scale_factor = 1.12; image = 00377; x =  322; y = 360; confidence = 0.05; MISS
scale_factor = 1.12; image = 00377; x =  439; y = 365; confidence = 0.11; MISS
scale_factor = 1.12; image = 00377; x =  552; y = 353; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x =  612; y = 382; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x =  715; y = 391; confidence = 0.15; MISS
scale_factor = 1.12; image = 00373; x =  831; y = 279; confidence = 0.89; HIT ***
scale_factor = 1.12; image = 00377; x =  963; y = 386; confidence = 0.48; MISS
scale_factor = 1.12; image = 00377; x =  977; y = 356; confidence = 0.20; MISS
scale_factor = 1.12; image = 00377; x = 1034; y = 354; confidence = 0.41; MISS
scale_factor = 1.12; image = 00377; x = 1116; y = 420; confidence = 0.31; MISS
scale_factor = 1.12; image = 00377; x = 1249; y = 351; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x = 1320; y = 303; confidence = 0.23; MISS
scale_factor = 1.12; image = 00377; x =   99; y = 438; confidence = 0.44; MISS
scale_factor = 1.12; image = 00377; x =   98; y = 435; confidence = 0.19; MISS
scale_factor = 1.12; image = 00377; x =  231; y = 466; confidence = 0.36; MISS
scale_factor = 1.12; image = 00377; x =  298; y = 460; confidence = 0.46; MISS
scale_factor = 1.12; image = 00377; x =  483; y = 441; confidence = 0.31; MISS
scale_factor = 1.12; image = 00377; x =  565; y = 407; confidence = 0.33; MISS
scale_factor = 1.12; image = 00377; x =  588; y = 436; confidence = 0.42; MISS
scale_factor = 1.12; image = 00377; x =  772; y = 392; confidence = 0.42; MISS
scale_factor = 1.12; image = 00377; x =  798; y = 423; confidence = 0.44; MISS
scale_factor = 1.12; image = 00377; x =  883; y = 414; confidence = 0.31; MISS
scale_factor = 1.12; image = 00377; x =  979; y = 445; confidence = 0.17; MISS
scale_factor = 1.12; image = 00377; x = 1064; y = 445; confidence = 0.17; MISS
scale_factor = 1.12; image = 00377; x = 1147; y = 437; confidence = 0.49; MISS
scale_factor = 1.12; image = 00377; x = 1210; y = 426; confidence = 0.59; MISS
scale_factor = 1.12; image = 00377; x = 1338; y = 446; confidence = 0.37; MISS
scale_factor = 1.12; image = 00377; x =   16; y = 568; confidence = 0.53; MISS
scale_factor = 1.12; image = 00377; x =  180; y = 553; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x =  272; y = 544; confidence = 0.01; MISS
scale_factor = 1.12; image = 00377; x =  352; y = 537; confidence = 0.39; MISS
scale_factor = 1.12; image = 00377; x =  460; y = 611; confidence = 0.40; MISS
scale_factor = 1.12; image = 00377; x =  479; y = 600; confidence = 0.25; MISS
scale_factor = 1.12; image = 00377; x =  640; y = 465; confidence = 0.26; MISS
scale_factor = 1.12; image = 00377; x =  714; y = 456; confidence = 0.13; MISS
scale_factor = 1.12; image = 00377; x =  812; y = 534; confidence = 0.24; MISS
scale_factor = 1.12; image = 00377; x =  909; y = 560; confidence = 0.40; MISS
scale_factor = 1.12; image = 00377; x =  995; y = 518; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x = 1069; y = 534; confidence = 0.24; MISS
scale_factor = 1.12; image = 00377; x = 1189; y = 481; confidence = 0.57; MISS
scale_factor = 1.12; image = 00377; x = 1271; y = 493; confidence = 0.49; MISS
scale_factor = 1.12; image = 00377; x = 1327; y = 538; confidence = 0.46; MISS
scale_factor = 1.12; image = 00377; x =   93; y = 609; confidence = 0.34; MISS
scale_factor = 1.12; image = 00377; x =  198; y = 623; confidence = 0.20; MISS
scale_factor = 1.12; image = 00377; x =  262; y = 639; confidence = 0.37; MISS
scale_factor = 1.12; image = 00377; x =  392; y = 633; confidence = 0.36; MISS
scale_factor = 1.12; image = 00377; x =  453; y = 617; confidence = 0.35; MISS
scale_factor = 1.12; image = 00377; x =  531; y = 625; confidence = 0.26; MISS
scale_factor = 1.12; image = 00377; x =  626; y = 671; confidence = 0.42; MISS
scale_factor = 1.12; image = 00377; x =  762; y = 681; confidence = 0.00; MISS
scale_factor = 1.12; image = 00377; x =  761; y = 679; confidence = 0.22; MISS
scale_factor = 1.12; image = 00377; x =  894; y = 643; confidence = 0.35; MISS
scale_factor = 1.12; image = 00377; x =  948; y = 549; confidence = 0.52; MISS
scale_factor = 1.12; image = 00377; x = 1068; y = 623; confidence = 0.18; MISS
scale_factor = 1.12; image = 00377; x = 1161; y = 626; confidence = 0.50; MISS
scale_factor = 1.12; image = 00377; x = 1242; y = 617; confidence = 0.40; MISS
scale_factor = 1.12; image = 00377; x = 1340; y = 633; confidence = 0.55; MISS
scale_factor = 1.12; image = 00377; x =   96; y = 701; confidence = 0.35; MISS
scale_factor = 1.12; image = 00377; x =  182; y = 708; confidence = 0.49; MISS
scale_factor = 1.12; image = 00377; x =  268; y = 712; confidence = 0.22; MISS
scale_factor = 1.12; image = 00377; x =  360; y = 706; confidence = 0.07; MISS
scale_factor = 1.12; image = 00377; x =  449; y = 711; confidence = 0.43; MISS
scale_factor = 1.12; image = 00377; x =  603; y = 721; confidence = 0.87; MISS
